UniprotAccession,Description,Globulins,PSMs,Abundance[S4],Abundance[S37],Abundance[S38],Abundance[S39],Abundance[S40],Abundance[S41],Abundance[S42],Abundance[S43],Abundance[S44],Abundance[S45],Found[S4],Found[S37],Found[S38],Found[S39],Found[S40],Found[S41],Found[S42],Found[S43],Found[S44],Found[S45],Gene
Q16576,Histone-binding protein RBBP7 OS=Homo sapiens OX=9606 GN=RBBP7 PE=1 SV=1,0,98,4730609.301,4040401.936,2713845.24,14272105.24,8168544.701,3766899.824,7442220.434,2628808.965,4310362.965,3948474.389,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,RBBP7
O00471,Exocyst complex component 5 OS=Homo sapiens OX=9606 GN=EXOC5 PE=1 SV=1,0,28,537076.3594,487245.5781,1392338.44,14279626.75,447574.1553,609604.7344,7435381.125,2252097.871,623004.6816,1544970.34,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,EXOC5
Q9BY77,Polymerase delta-interacting protein 3 OS=Homo sapiens OX=9606 GN=POLDIP3 PE=1 SV=2,0,8,NA,5773875.5,189140.8125,14314275.19,3055449.18,3855221.574,302904.3125,893639.0625,3474826.5,871897.1641,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,POLDIP3
Q9UMS4,Pre-mRNA-processing factor 19 OS=Homo sapiens OX=9606 GN=PRPF19 PE=1 SV=1,0,86,2042508.316,7875510.392,5804510.315,14315986.82,12354440.38,7360238.961,4935221.518,10999024.67,11683064.36,17187330.04,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,PRPF19
Q15365,Poly(rC)-binding protein 1 OS=Homo sapiens OX=9606 GN=PCBP1 PE=1 SV=2,0,265,8880009.399,3149318.021,3289747.725,14409541.02,4368085.938,3190710.02,5838584.641,6010124.715,8790764.679,4975558.207,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,PCBP1
P62847,40S ribosomal protein S24 OS=Homo sapiens OX=9606 GN=RPS24 PE=1 SV=1,0,61,14393198.59,8581331.109,21367538.46,14428795.83,9741863.586,4417161.641,19047729.34,4815592,14333613.7,4275422.063,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,RPS24
P28482,Mitogen-activated protein kinase 1 OS=Homo sapiens OX=9606 GN=MAPK1 PE=1 SV=3,0,107,68508181.13,12532940.05,5579893.904,14483686.46,18612552.96,12016438.29,2113115.604,1033692.486,5104701.813,88229896.81,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,MAPK1
Q8IXI1,Mitochondrial Rho GTPase 2 OS=Homo sapiens OX=9606 GN=RHOT2 PE=1 SV=2,0,26,1735198.531,9016486.695,4039629.428,14538243.26,9357832.641,9838856.406,434799.1836,8799337.729,16454088.45,8447847.922,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,RHOT2
Q9H0U4,Ras-related protein Rab-1B OS=Homo sapiens OX=9606 GN=RAB1B PE=1 SV=1,0,109,14553009.06,7150780.895,4247346.218,14548274.28,4408374.499,4568310.195,16706702.25,3080425.504,11432515.61,3384034.671,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,RAB1B
O14777,Kinetochore protein NDC80 homolog OS=Homo sapiens OX=9606 GN=NDC80 PE=1 SV=1,0,2,9060318,7439725.609,3703896.934,14596775.45,5586993.727,5508440,5825778.5,3713082.75,10130087,5541990,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,NDC80
P06702,Protein S100-A9 OS=Homo sapiens OX=9606 GN=S100A9 PE=1 SV=1,0,393,11045897.53,6168710.112,3655034.377,14611156.96,10759521.19,10765657.79,10993146,7747481.342,7988990.27,7526478.766,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,S100A9
O15247,Chloride intracellular channel protein 2 OS=Homo sapiens OX=9606 GN=CLIC2 PE=1 SV=3,0,63,5613838.605,2746626.563,14476613.29,14622203.48,2474255.711,6659464.936,1238602.031,2463492.496,2298041.656,3238907.586,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,CLIC2
Q9NVJ2,ADP-ribosylation factor-like protein 8B OS=Homo sapiens OX=9606 GN=ARL8B PE=1 SV=1,0,38,461819.2813,1332944.848,5251812.042,14692103.86,1074130.727,1815897.918,26949562.38,1477137.092,1530379.453,1129251.664,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,ARL8B
P26006,Integrin alpha-3 OS=Homo sapiens OX=9606 GN=ITGA3 PE=1 SV=5,0,16,8301690.508,6885286.746,1972024.111,14696523.1,9809997.109,6938853.508,6187001.371,6229486.52,8950653,5276456.5,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,ITGA3
Q96Q06,Isoform 2 of Perilipin-4 OS=Homo sapiens OX=9606 GN=PLIN4,0,93,1609480.344,989162.9219,781530.1445,14754755.09,875730.6211,1785497.168,3204075.949,1722387.072,4857777.684,1923798.531,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,PLIN4
O94832,Unconventional myosin-Id OS=Homo sapiens OX=9606 GN=MYO1D PE=1 SV=2,0,108,47232170.73,163647380.2,2902079.696,14765370.85,134031829.2,4781906.879,38549600.23,99613176.89,155605660.6,143904825,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,MYO1D
Q9UHD8,Septin-9 OS=Homo sapiens OX=9606 GN=SEPTIN9 PE=1 SV=2,0,197,4453514.855,7289422.271,2447998.717,14776868.39,5945828.373,9287091.266,8644666.795,6757571.186,8757919.457,6999368.566,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,SEPTIN9
P78324,Tyrosine-protein phosphatase non-receptor type substrate 1 OS=Homo sapiens OX=9606 GN=SIRPA PE=1 SV=2,0,44,3235453.5,1331531.164,935228.2871,14797386.75,860261.8926,2089931.762,2286680.453,4656479.918,3434004.496,4750380.887,Not Found,Peak Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,SIRPA
O75083,WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=WDR1 PE=1 SV=4,0,469,19640995.68,31525650.45,8864216.195,14814278.55,44119881.48,10804521.37,21170377.15,17118478.9,28873718.57,24314888.94,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,WDR1
P62495,Eukaryotic peptide chain release factor subunit 1 OS=Homo sapiens OX=9606 GN=ETF1 PE=1 SV=3,0,88,6161366.301,13179435.3,3880512.145,14896986.38,5500542.328,3560284.855,6023134.574,3280414.035,6759823.814,2066220.076,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,ETF1
Q9BSJ8,Extended synaptotagmin-1 OS=Homo sapiens OX=9606 GN=ESYT1 PE=1 SV=1,0,147,5056280.08,16502615.19,9955342.967,14910522.97,3726507.016,19006345.57,4290589.109,2774617.711,27490221.44,21152341.21,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,ESYT1
P25705,"ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1",0,623,13247008.4,7069894.404,3013543.936,14916946.96,10187955.47,6995483.332,10897571.7,10576258.86,7957236.256,7692295.953,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,ATP5F1A
P48643,T-complex protein 1 subunit epsilon OS=Homo sapiens OX=9606 GN=CCT5 PE=1 SV=1,0,229,5519316.262,4545043.488,4586535.693,14933818.14,6449415.957,6791249.936,4536582.781,6439702.582,3740227.877,6923656.059,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,CCT5
Q8TCS8,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=PNPT1 PE=1 SV=2",0,53,16818068.88,10570907.74,5754003.699,15002013.96,8901873.941,8979774.696,15090027.84,8714743.115,9154774.164,9631488.391,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,PNPT1
O60701,UDP-glucose 6-dehydrogenase OS=Homo sapiens OX=9606 GN=UGDH PE=1 SV=1,0,78,17541657.66,10078125.23,3824166.724,15017785.79,11361172.27,13390994.39,18802410.8,10965314.61,12661377.21,10958196.06,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,UGDH
Q14314,Fibroleukin OS=Homo sapiens OX=9606 GN=FGL2 PE=1 SV=1,0,29,7957035.421,11648859.03,2296443.77,15057638.71,10895599.8,12266584.84,8202443.48,12129469.28,19683012.62,5965963.438,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,FGL2
P30530,Tyrosine-protein kinase receptor UFO OS=Homo sapiens OX=9606 GN=AXL PE=1 SV=4,0,22,9882734,5786051.781,9902315.454,15094946.25,7336252.344,4129373.117,15401535.04,6141141.953,11166226.41,2414327.781,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,AXL
P17066,Heat shock 70 kDa protein 6 OS=Homo sapiens OX=9606 GN=HSPA6 PE=1 SV=2,0,301,6716736.73,9064239.504,4651026.394,15118014.04,6286341.163,6499167.85,5002843.957,6404622.393,10280330.94,6468186.527,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,HSPA6
P04040,Catalase OS=Homo sapiens OX=9606 GN=CAT PE=1 SV=3,0,477,33701797.78,6754034.357,6334646.417,15120138.73,4431532.705,5046669.632,7320466.923,4204809.971,7355697.789,5248959.952,High,High,Peak Found,Peak Found,High,High,High,High,High,High,CAT
Q96KP4,Cytosolic non-specific dipeptidase OS=Homo sapiens OX=9606 GN=CNDP2 PE=1 SV=2,0,302,70477576.3,8646975.345,4212916.399,15156910.69,9091979.117,7700206.691,108858919.1,8500987.572,10598864.47,6916706.813,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,CNDP2
Q12866,Tyrosine-protein kinase Mer OS=Homo sapiens OX=9606 GN=MERTK PE=1 SV=2,0,9,NA,6333422,3326195.824,15177085,64765.64844,8374680,NA,NA,9803337,5078276.5,Not Found,Not Found,Peak Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,MERTK
Q92544,Transmembrane 9 superfamily member 4 OS=Homo sapiens OX=9606 GN=TM9SF4 PE=1 SV=2,0,28,597712.8359,10841184.77,1981348.586,15183125.98,2479669.906,6596856.988,307504.1934,14719209.94,4310857.838,20642837.56,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,TM9SF4
P11940,Polyadenylate-binding protein 1 OS=Homo sapiens OX=9606 GN=PABPC1 PE=1 SV=2,0,181,4140080.469,5173256.059,2827505.378,15186227.27,4698424.092,3154909.631,5716346.98,7244977.496,5331517.277,1812127.484,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,PABPC1
Q53GG5,Isoform 2 of PDZ and LIM domain protein 3 OS=Homo sapiens OX=9606 GN=PDLIM3,0,15,NA,6444828.738,7648541.063,15190874.92,6312478.02,18228427.13,634376.3906,7627107.785,13471640.84,12016752.66,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,PDLIM3
Q9UBG0,C-type mannose receptor 2 OS=Homo sapiens OX=9606 GN=MRC2 PE=1 SV=2,0,59,1215964.685,6792900.98,438656.0537,15219420.81,6167614.568,5874461.832,517101.7578,5412840.535,9492406.57,8270867.042,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,MRC2
Q96BI1,Solute carrier family 22 member 18 OS=Homo sapiens OX=9606 GN=SLC22A18 PE=1 SV=3,0,13,3762847.953,959285.418,1582361.563,15224893.87,4805411.5,1669590.156,5458690.164,689962.8906,939097.3125,463988.9297,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,SLC22A18
Q96BM9,ADP-ribosylation factor-like protein 8A OS=Homo sapiens OX=9606 GN=ARL8A PE=1 SV=1,0,34,610457.9219,968374.5508,4831161.602,15234673.95,1868164.656,1051029.207,26135459.82,894559.3848,1540566.203,807645.5859,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,ARL8A
Q9NUP9,Protein lin-7 homolog C OS=Homo sapiens OX=9606 GN=LIN7C PE=1 SV=1,0,22,1180230.383,10980296.2,2683989.566,15241569,6085908.135,12455486.63,1620269.332,6429319.951,13129259.51,8031893.531,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,LIN7C
Q9Y4P1,Cysteine protease ATG4B OS=Homo sapiens OX=9606 GN=ATG4B PE=1 SV=2,0,11,12146690.49,2088062.91,170913.4414,15241578.88,71397930.52,NA,9294349,NA,74587.14063,1657280,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Not Found,Peak Found,Peak Found,ATG4B
P39748,Flap endonuclease 1 OS=Homo sapiens OX=9606 GN=FEN1 PE=1 SV=1,0,40,730056.4434,525187.3125,355126.6743,15244359.76,1512674.215,16255.33203,1309292.337,111194.3564,15320.26221,110850.2119,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,FEN1
Q6UXB8,Peptidase inhibitor 16 OS=Homo sapiens OX=9606 GN=PI16 PE=1 SV=1,0,197,13251074.43,7603144.491,4543547.338,15246363.78,15197911.81,9238619.103,21233146.64,6942782.174,7342122.306,6773765.697,Peak Found,High,Peak Found,High,High,High,Peak Found,High,High,High,PI16
Q16555,Dihydropyrimidinase-related protein 2 OS=Homo sapiens OX=9606 GN=DPYSL2 PE=1 SV=1,0,534,17864055.94,8970860.22,4630341.994,15278293.89,11049488.59,9350318.934,13341267.72,9907743.518,9634527.485,13305275.82,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,DPYSL2
A0A0C4DH36,Probable non-functional immunoglobulin heavy variable 3-38 OS=Homo sapiens OX=9606 GN=IGHV3-38 PE=5 SV=1,1,34,5248753,3480889.484,1999848.398,15285850.64,6464678.484,2397617.164,4914364.688,2920445.555,6517978.688,3334325.273,High,High,High,High,High,High,High,High,High,High,IGHV3-38
P60660,Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=2,0,144,2088199.672,10004268.75,5624372.642,15381248.66,9524789.617,6235604.402,18103072.22,8070555.107,7673547.313,7680983.807,High,High,High,High,High,Peak Found,Peak Found,Peak Found,High,Peak Found,MYL6
Q5SSJ5,Heterochromatin protein 1-binding protein 3 OS=Homo sapiens OX=9606 GN=HP1BP3 PE=1 SV=1,0,169,18127447.96,39587193.42,4595258.373,15385099.09,37273538.48,48642289.59,16377736.82,35819901.34,57733221.1,48768482.64,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,HP1BP3
P09172,Dopamine beta-hydroxylase OS=Homo sapiens OX=9606 GN=DBH PE=1 SV=3,0,391,10949391.16,16653410.81,5980603.557,15414559.93,15156002.53,15878173.52,8531517.695,10685901.65,15922119.92,12829753.29,High,High,High,Peak Found,High,High,High,High,High,Peak Found,DBH
P34932,Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=4,0,245,13012294.14,8743611.914,3412096.957,15424173.08,4753672.222,8406836.948,5653406.641,9057038.27,8896067.027,8601865.885,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,HSPA4
P39060,Collagen alpha-1(XVIII) chain OS=Homo sapiens OX=9606 GN=COL18A1 PE=1 SV=5,0,175,171105927.1,47500553.74,6061069.236,15430932.28,13808240.47,14849176.73,99583067.17,12092750.93,14014609.26,16664790.5,Peak Found,Peak Found,Peak Found,Peak Found,High,High,Peak Found,Peak Found,Peak Found,Peak Found,COL18A1
P14550,Aldo-keto reductase family 1 member A1 OS=Homo sapiens OX=9606 GN=AKR1A1 PE=1 SV=3,0,169,14649112.29,3854110.102,2650649.446,15432233.62,5293706.475,4597756.838,12305313.44,5874304.416,6548736.785,3484448.565,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,AKR1A1
P10606,"Cytochrome c oxidase subunit 5B, mitochondrial OS=Homo sapiens OX=9606 GN=COX5B PE=1 SV=2",0,10,270329.4648,4116129,1602986.601,15434288.13,6952688.352,6881745.094,5544289.27,6878013.414,5932471.93,6836642.895,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,COX5B
O95202,Mitochondrial proton/calcium exchanger protein OS=Homo sapiens OX=9606 GN=LETM1 PE=1 SV=1,0,73,4427157.551,2479397.561,863573.1338,15439994.05,5223608.52,1487398.475,2271201.109,3027789.857,1294029,1317533.725,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,LETM1
Q9NY65,Tubulin alpha-8 chain OS=Homo sapiens OX=9606 GN=TUBA8 PE=1 SV=1,0,680,12999641.89,9091943.813,5534573.585,15462682.31,5282214.419,5514341.103,7612810.852,5738121.675,11346550.61,5884784.419,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,TUBA8
Q9UDW1,Cytochrome b-c1 complex subunit 9 OS=Homo sapiens OX=9606 GN=UQCR10 PE=1 SV=3,0,16,1495500.469,4268639.047,2505833.148,15520164.09,5168817.563,5576280.492,844278.4453,301423.5234,5842111.5,5083956.762,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,UQCR10
O00462,Beta-mannosidase OS=Homo sapiens OX=9606 GN=MANBA PE=1 SV=3,0,29,2822476.969,192684.9375,107385.0986,15569210.54,NA,201054.0664,375798.7461,NA,NA,44587.43945,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Not Found,Not Found,Peak Found,MANBA
Q12860,Contactin-1 OS=Homo sapiens OX=9606 GN=CNTN1 PE=1 SV=1,0,131,5848447.672,3096901.285,2567143.982,15615249.6,3824844.093,5646992.52,4703096.697,3158310.769,5595148.379,4556802.428,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,CNTN1
P55795,Heterogeneous nuclear ribonucleoprotein H2 OS=Homo sapiens OX=9606 GN=HNRNPH2 PE=1 SV=1,0,143,2492353.977,4384996.025,5420171.002,15761334.04,3213779.939,3677160.136,1944437.152,2863491.07,6168871.188,4539625.477,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,HNRNPH2
Q9NZN4,EH domain-containing protein 2 OS=Homo sapiens OX=9606 GN=EHD2 PE=1 SV=2,0,226,137190464.4,7777243.304,3021897.121,15762821.14,7607625.657,16870452.23,40788876.05,10492629.04,15038949.97,9035415.016,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,EHD2
Q15424,Scaffold attachment factor B1 OS=Homo sapiens OX=9606 GN=SAFB PE=1 SV=4,0,117,1196693.785,7589380.752,4595594.891,15788135.42,1806330.139,6587888.726,9805975.34,6536925.908,12436445.37,8747796.188,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,SAFB
Q7LBR1,Charged multivesicular body protein 1b OS=Homo sapiens OX=9606 GN=CHMP1B PE=1 SV=1,0,23,31985690.25,22739772.13,2657153.314,15834705.89,21296914.58,26589892.78,31242146.83,22697510.25,48751350.13,22711080.7,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,CHMP1B
Q99798,"Aconitate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ACO2 PE=1 SV=2",0,322,12058324.01,18081968.02,6846423.448,15869277.48,14002533.54,19814019.81,37145621.38,19418838.86,23800046.79,16241582.64,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,ACO2
Q13576,Ras GTPase-activating-like protein IQGAP2 OS=Homo sapiens OX=9606 GN=IQGAP2 PE=1 SV=4,0,217,47458218.32,5461409.75,17371248.21,15880533.64,30958033.43,16109080.66,7451068.023,31477324.06,15143510.72,7151402.564,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,IQGAP2
P25398,40S ribosomal protein S12 OS=Homo sapiens OX=9606 GN=RPS12 PE=1 SV=3,0,163,12568416.01,13086307.61,7601535.697,15881617.23,19151976.24,25248703.99,14655363.08,11017284.08,15505702.05,13933376.19,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,RPS12
P30084,"Enoyl-CoA hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ECHS1 PE=1 SV=4",0,101,607924.0117,926876.3008,593833.5479,15942776.13,1141469.18,898334.9766,468226.3438,758369.6484,1222007.406,1394057.605,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,ECHS1
Q9H8W4,Pleckstrin homology domain-containing family F member 2 OS=Homo sapiens OX=9606 GN=PLEKHF2 PE=1 SV=1,0,16,8040316.754,13519577.5,5555967.163,15945809.28,9550482,16089528.41,7601307.982,10071590.84,10119680.94,7513823.461,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,PLEKHF2
Q96PZ0,Pseudouridylate synthase 7 homolog OS=Homo sapiens OX=9606 GN=PUS7 PE=1 SV=2,0,14,517393.2188,596636.3438,720157.0801,16037132.44,8551436.201,2483458.32,812163.2188,549058.0508,251476.3594,342257.625,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,PUS7
P07951,Isoform 3 of Tropomyosin beta chain OS=Homo sapiens OX=9606 GN=TPM2,0,507,9136190.224,8891551.831,4025611.72,16080586.87,4778563.062,6772675.781,16564913.72,8559976.465,13913835.05,8058391.692,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,TPM2
